locus_tag	ftype	length_bp	gene	EC_number	COG	product
OPPBIMDH_01542	CDS	462				hypothetical protein
OPPBIMDH_01543	CDS	603				hypothetical protein
OPPBIMDH_01544	CDS	372				hypothetical protein
OPPBIMDH_01545	CDS	906	lnrL_2	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
OPPBIMDH_01546	CDS	795				hypothetical protein
OPPBIMDH_01547	CDS	993				hypothetical protein
OPPBIMDH_01548	CDS	642				hypothetical protein
OPPBIMDH_01549	CDS	3165				hypothetical protein
OPPBIMDH_01550	CDS	915		1.3.1.103		2-haloacrylate reductase
OPPBIMDH_01551	CDS	432				hypothetical protein
OPPBIMDH_01552	CDS	1473	xlnA	3.2.1.8		Endo-1,4-beta-xylanase A
OPPBIMDH_01553	CDS	300				hypothetical protein
OPPBIMDH_01554	CDS	165				hypothetical protein
OPPBIMDH_01555	CDS	213				hypothetical protein
OPPBIMDH_01556	CDS	372	act_1	3.-.-.-		Methanol dehydrogenase activator
OPPBIMDH_01557	CDS	372				hypothetical protein
OPPBIMDH_01558	CDS	174				hypothetical protein
OPPBIMDH_01559	CDS	219				hypothetical protein
OPPBIMDH_01560	CDS	375				hypothetical protein
OPPBIMDH_01561	CDS	546				hypothetical protein
OPPBIMDH_01562	CDS	585				hypothetical protein
OPPBIMDH_01563	CDS	501				hypothetical protein
OPPBIMDH_01564	CDS	1164				hypothetical protein
OPPBIMDH_01565	CDS	1146				hypothetical protein
OPPBIMDH_01566	CDS	1572				hypothetical protein
OPPBIMDH_01567	CDS	198				hypothetical protein
OPPBIMDH_01568	CDS	1221				hypothetical protein
OPPBIMDH_01569	tRNA	73				tRNA-Lys(ttt)
OPPBIMDH_01570	CDS	1167				hypothetical protein
OPPBIMDH_01571	CDS	663	degU_1		COG2197	Transcriptional regulatory protein DegU
OPPBIMDH_01572	CDS	369				hypothetical protein
OPPBIMDH_01573	CDS	1086				hypothetical protein
OPPBIMDH_01574	CDS	1149				hypothetical protein
OPPBIMDH_01575	CDS	750	zupT			Zinc transporter ZupT
OPPBIMDH_01576	CDS	1200	eis_2	2.3.1.-		N-acetyltransferase Eis
OPPBIMDH_01577	CDS	720	pstP_2	3.1.3.16	COG0631	PP2C-family Ser/Thr phosphatase
OPPBIMDH_01578	CDS	564	sutR_1		COG1396	HTH-type transcriptional regulator SutR
OPPBIMDH_01579	CDS	1215	ydcO		COG3135	Inner membrane protein YdcO
OPPBIMDH_01580	CDS	1905	pdeB	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeB
OPPBIMDH_01581	CDS	624				hypothetical protein
OPPBIMDH_01582	CDS	294				hypothetical protein
OPPBIMDH_01583	CDS	366				hypothetical protein
OPPBIMDH_01584	CDS	249				hypothetical protein
OPPBIMDH_01585	CDS	471	mscL		COG1970	Large-conductance mechanosensitive channel
OPPBIMDH_01586	CDS	1257				hypothetical protein
OPPBIMDH_01587	CDS	693	lutR_1		COG2186	HTH-type transcriptional regulator LutR
OPPBIMDH_01588	CDS	1269	yycB		COG2807	putative transporter YycB
OPPBIMDH_01589	CDS	357	rsbV_1		COG1366	Anti-sigma-B factor antagonist
OPPBIMDH_01590	CDS	861				hypothetical protein
OPPBIMDH_01591	CDS	411	rsbS		COG1366	RsbT antagonist protein RsbS
OPPBIMDH_01592	CDS	420	rsbT	2.7.11.1	COG2172	Serine/threonine-protein kinase RsbT
OPPBIMDH_01593	CDS	1014				hypothetical protein
OPPBIMDH_01594	CDS	1347	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
OPPBIMDH_01595	CDS	1539	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
OPPBIMDH_01596	CDS	789				hypothetical protein
OPPBIMDH_01597	CDS	567				hypothetical protein
OPPBIMDH_01598	CDS	537				hypothetical protein
OPPBIMDH_01599	CDS	702	yknY_1	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
OPPBIMDH_01600	CDS	1512				hypothetical protein
OPPBIMDH_01601	CDS	2094	dapb1	3.4.14.-		Dipeptidyl aminopeptidase BI
OPPBIMDH_01602	CDS	1488				hypothetical protein
OPPBIMDH_01603	CDS	2061				hypothetical protein
OPPBIMDH_01604	CDS	4365	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
OPPBIMDH_01605	CDS	558	cheB	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
OPPBIMDH_01606	CDS	504				hypothetical protein
OPPBIMDH_01607	CDS	939		7.6.2.-	COG1131	Multidrug efflux system ATP-binding protein
OPPBIMDH_01608	CDS	1593			COG3559	Multidrug efflux system permease protein
OPPBIMDH_01609	CDS	255				hypothetical protein
OPPBIMDH_01610	CDS	1338	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
OPPBIMDH_01611	CDS	648			COG0406	putative protein
OPPBIMDH_01612	CDS	576	resA_3			Thiol-disulfide oxidoreductase ResA
OPPBIMDH_01613	CDS	909				hypothetical protein
OPPBIMDH_01614	CDS	1620	ccs1			Cytochrome c biogenesis protein Ccs1
OPPBIMDH_01615	CDS	975	ccsA			Cytochrome c biogenesis protein CcsA
OPPBIMDH_01616	CDS	216				hypothetical protein
OPPBIMDH_01617	CDS	471				hypothetical protein
OPPBIMDH_01618	CDS	555				hypothetical protein
OPPBIMDH_01619	CDS	1461	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
OPPBIMDH_01620	CDS	906	COQ2	2.5.1.39		4-hydroxybenzoate polyprenyltransferase, mitochondrial
OPPBIMDH_01621	CDS	966		4.2.3.90		Germacrene A synthase
OPPBIMDH_01622	CDS	645	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
OPPBIMDH_01623	CDS	267				hypothetical protein
OPPBIMDH_01624	CDS	459	lrpC_2		COG1522	HTH-type transcriptional regulator LrpC
OPPBIMDH_01625	CDS	843				hypothetical protein
OPPBIMDH_01626	CDS	1095	sbnA	2.5.1.140		N-(2-amino-2-carboxyethyl)-L-glutamate synthase
OPPBIMDH_01627	CDS	618				hypothetical protein
OPPBIMDH_01628	CDS	243				hypothetical protein
OPPBIMDH_01629	CDS	162				hypothetical protein
OPPBIMDH_01630	CDS	252				hypothetical protein
OPPBIMDH_01631	CDS	222				hypothetical protein
OPPBIMDH_01632	CDS	1926	rhlB	3.6.4.13		ATP-dependent RNA helicase RhlB
OPPBIMDH_01633	CDS	1650				hypothetical protein
OPPBIMDH_01634	CDS	1587				hypothetical protein
OPPBIMDH_01635	CDS	1170	mqnE	2.5.1.120	COG1060	Aminodeoxyfutalosine synthase
OPPBIMDH_01636	CDS	429				hypothetical protein
OPPBIMDH_01637	CDS	297				hypothetical protein
OPPBIMDH_01638	CDS	1341				hypothetical protein
OPPBIMDH_01639	CDS	1323	scpD	3.4.17.18	COG2866	Zinc carboxypeptidase
OPPBIMDH_01640	CDS	933	btuF_1			Vitamin B12-binding protein
OPPBIMDH_01641	CDS	1170	btuC			Vitamin B12 import system permease protein BtuC
OPPBIMDH_01642	CDS	780	fecE		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
OPPBIMDH_01643	CDS	759			COG3324	Putative glyoxylase CFP32
OPPBIMDH_01644	CDS	738				hypothetical protein
OPPBIMDH_01645	CDS	888	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
OPPBIMDH_01646	CDS	321				hypothetical protein
OPPBIMDH_01647	CDS	927				hypothetical protein
OPPBIMDH_01648	CDS	354	ybaB_1			Nucleoid-associated protein YbaB
OPPBIMDH_01649	CDS	600				hypothetical protein
OPPBIMDH_01650	CDS	2046				hypothetical protein
OPPBIMDH_01651	CDS	582				hypothetical protein
OPPBIMDH_01652	CDS	1242				hypothetical protein
OPPBIMDH_01653	CDS	852	mqnA	4.2.1.151	COG1427	Chorismate dehydratase
OPPBIMDH_01654	CDS	936				hypothetical protein
OPPBIMDH_01655	CDS	981				hypothetical protein
OPPBIMDH_01656	CDS	1065	paaA	1.14.13.149	COG3396	1,2-phenylacetyl-CoA epoxidase, subunit A
OPPBIMDH_01657	CDS	345	paaB		COG3460	1,2-phenylacetyl-CoA epoxidase, subunit B
OPPBIMDH_01658	CDS	723	paaC		COG3396	1,2-phenylacetyl-CoA epoxidase, subunit C
OPPBIMDH_01659	CDS	477	paaD		COG2151	Putative 1,2-phenylacetyl-CoA epoxidase, subunit D
OPPBIMDH_01660	CDS	1113	paaE	1.-.-.-	COG1018	1,2-phenylacetyl-CoA epoxidase, subunit E
OPPBIMDH_01661	CDS	684				hypothetical protein
OPPBIMDH_01662	CDS	528				hypothetical protein
OPPBIMDH_01663	CDS	396				hypothetical protein
OPPBIMDH_01664	CDS	1191	mqnC	1.21.98.1	COG1060	Cyclic dehypoxanthine futalosine synthase
OPPBIMDH_01665	CDS	1257				hypothetical protein
OPPBIMDH_01666	CDS	711	menG	2.1.1.163	COG2226	Demethylmenaquinone methyltransferase
OPPBIMDH_01667	CDS	219				hypothetical protein
OPPBIMDH_01668	CDS	1275	menJ	1.3.99.38	COG0644	Menaquinone reductase
OPPBIMDH_01669	CDS	366	nuoA	7.1.1.-	COG0838	NADH-quinone oxidoreductase subunit A
OPPBIMDH_01670	CDS	681	ndhK_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit K, chloroplastic
OPPBIMDH_01671	CDS	732	nuoC	7.1.1.-	COG0852	NADH-quinone oxidoreductase subunit C
OPPBIMDH_01672	CDS	1326	nuoD	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit D
OPPBIMDH_01673	CDS	1101				hypothetical protein
OPPBIMDH_01674	CDS	1317	nuoF	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit F
OPPBIMDH_01675	CDS	2442	nuoG	7.1.1.-	COG1034	NADH-quinone oxidoreductase subunit G
OPPBIMDH_01676	CDS	1356	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
OPPBIMDH_01677	CDS	648	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
OPPBIMDH_01678	CDS	771				hypothetical protein
OPPBIMDH_01679	CDS	300		7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit 11
OPPBIMDH_01680	CDS	1962	nuoL_2	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
OPPBIMDH_01681	CDS	1533	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
OPPBIMDH_01682	CDS	1554	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
OPPBIMDH_01683	CDS	1041	hepT	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
OPPBIMDH_01684	CDS	1191				hypothetical protein
OPPBIMDH_01685	CDS	783	xynR		COG1414	HTH-type transcriptional regulator XynR
OPPBIMDH_01686	CDS	2127				hypothetical protein
OPPBIMDH_01687	CDS	570	sigL		COG1595	ECF RNA polymerase sigma factor SigL
OPPBIMDH_01688	CDS	690	rslA		COG5662	Anti-sigma-L factor RslA
OPPBIMDH_01689	CDS	921	rarD		COG2962	Protein RarD
OPPBIMDH_01690	CDS	489				hypothetical protein
OPPBIMDH_01691	CDS	387				hypothetical protein
OPPBIMDH_01692	CDS	1803				hypothetical protein
OPPBIMDH_01693	CDS	330				hypothetical protein
OPPBIMDH_01694	CDS	294				hypothetical protein
OPPBIMDH_01695	CDS	1224				hypothetical protein
OPPBIMDH_01696	CDS	3258				hypothetical protein
OPPBIMDH_01697	CDS	366				hypothetical protein
OPPBIMDH_01698	CDS	933	dhmA_2	3.8.1.5		Haloalkane dehalogenase
OPPBIMDH_01699	CDS	339				hypothetical protein
OPPBIMDH_01700	CDS	2418	ina	3.4.24.-		Immune inhibitor A
OPPBIMDH_01701	CDS	2793				hypothetical protein
OPPBIMDH_01702	CDS	1989	acsA_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
OPPBIMDH_01703	CDS	747				hypothetical protein
OPPBIMDH_01704	CDS	807		3.1.3.-	COG0560	putative phosphatase
OPPBIMDH_01705	CDS	1479	xerC_3			Tyrosine recombinase XerC
OPPBIMDH_01706	CDS	297				hypothetical protein
OPPBIMDH_01707	CDS	1785				hypothetical protein
OPPBIMDH_01708	CDS	615				hypothetical protein
OPPBIMDH_01709	CDS	1428				hypothetical protein
OPPBIMDH_01710	CDS	438				hypothetical protein
OPPBIMDH_01711	CDS	201				hypothetical protein
OPPBIMDH_01712	CDS	726	yurK		COG2188	putative HTH-type transcriptional regulator YurK
OPPBIMDH_01713	CDS	243				hypothetical protein
OPPBIMDH_01714	CDS	1224				hypothetical protein
OPPBIMDH_01715	CDS	453	rppH_3	3.6.1.-		RNA pyrophosphohydrolase
OPPBIMDH_01716	CDS	417				hypothetical protein
OPPBIMDH_01717	CDS	258				hypothetical protein
OPPBIMDH_01718	CDS	1095				hypothetical protein
OPPBIMDH_01719	CDS	288				hypothetical protein
OPPBIMDH_01720	CDS	1458				hypothetical protein
OPPBIMDH_01721	CDS	1161				hypothetical protein
OPPBIMDH_01722	CDS	618				hypothetical protein
OPPBIMDH_01723	CDS	672				hypothetical protein
OPPBIMDH_01724	CDS	1002				hypothetical protein
OPPBIMDH_01725	CDS	1707				hypothetical protein
OPPBIMDH_01726	CDS	960	srkA	2.7.11.1		Stress response kinase A
OPPBIMDH_01727	CDS	696				hypothetical protein
OPPBIMDH_01728	CDS	1104				hypothetical protein
OPPBIMDH_01729	CDS	1212			COG4962	Putative conjugal transfer protein
OPPBIMDH_01730	CDS	807				hypothetical protein
OPPBIMDH_01731	CDS	729				hypothetical protein
OPPBIMDH_01732	CDS	168				hypothetical protein
OPPBIMDH_01733	CDS	477				hypothetical protein
OPPBIMDH_01734	CDS	333				hypothetical protein
OPPBIMDH_01735	CDS	579				hypothetical protein
OPPBIMDH_01736	CDS	207				hypothetical protein
OPPBIMDH_01737	CDS	2496				hypothetical protein
OPPBIMDH_01738	CDS	351	rsbV_2		COG1366	Anti-sigma-B factor antagonist
OPPBIMDH_01739	CDS	438				hypothetical protein
OPPBIMDH_01740	CDS	2349	hppA	7.1.3.1	COG3808	K(+)-insensitive pyrophosphate-energized proton pump
OPPBIMDH_01741	CDS	543				hypothetical protein
OPPBIMDH_01742	CDS	609				hypothetical protein
OPPBIMDH_01743	CDS	2820	topA	5.6.2.1	COG0550	DNA topoisomerase 1
OPPBIMDH_01744	CDS	933				hypothetical protein
OPPBIMDH_01745	CDS	1308		1.1.2.-	COG0277	L-gulono-1,4-lactone dehydrogenase
OPPBIMDH_01746	CDS	576				hypothetical protein
OPPBIMDH_01747	CDS	1209				hypothetical protein
OPPBIMDH_01748	CDS	2157	tmk_2	2.7.4.9		Thymidylate kinase
OPPBIMDH_01749	CDS	1269				hypothetical protein
OPPBIMDH_01750	CDS	330				hypothetical protein
OPPBIMDH_01751	CDS	306				hypothetical protein
OPPBIMDH_01752	CDS	669				hypothetical protein
OPPBIMDH_01753	CDS	843				hypothetical protein
OPPBIMDH_01754	CDS	1731				hypothetical protein
OPPBIMDH_01755	tRNA	75				tRNA-Thr(cgt)
OPPBIMDH_01756	CDS	948			COG3039	IS5 family transposase IS4811
OPPBIMDH_01757	CDS	957				hypothetical protein
OPPBIMDH_01758	CDS	828	aviRb_1	2.1.1.208		23S rRNA (uridine(2479)-2'-O)-methyltransferase
OPPBIMDH_01759	CDS	2175				hypothetical protein
OPPBIMDH_01760	CDS	582				hypothetical protein
OPPBIMDH_01761	CDS	621				hypothetical protein
OPPBIMDH_01762	CDS	507				hypothetical protein
OPPBIMDH_01763	CDS	537				hypothetical protein
OPPBIMDH_01764	CDS	1161				hypothetical protein
OPPBIMDH_01765	CDS	873				hypothetical protein
OPPBIMDH_01766	CDS	1827	hldE_1	2.7.7.70		Bifunctional protein HldE
OPPBIMDH_01767	CDS	558	yraA	3.2.-.-	COG0693	Putative cysteine protease YraA
OPPBIMDH_01768	CDS	1668	bmr3_2			Multidrug resistance protein 3
OPPBIMDH_01769	CDS	513				hypothetical protein
OPPBIMDH_01770	CDS	1650	dmdB	6.2.1.44	COG0318	3-methylmercaptopropionyl-CoA ligase
OPPBIMDH_01771	CDS	1014		1.3.1.103		2-haloacrylate reductase
OPPBIMDH_01772	CDS	1125	fdhA_1	1.2.1.46		Glutathione-independent formaldehyde dehydrogenase
OPPBIMDH_01773	CDS	654		3.1.3.-	COG0637	Phosphorylated carbohydrates phosphatase
OPPBIMDH_01774	CDS	261				hypothetical protein
OPPBIMDH_01775	CDS	957				hypothetical protein
OPPBIMDH_01776	CDS	753				hypothetical protein
OPPBIMDH_01777	CDS	393				hypothetical protein
OPPBIMDH_01778	CDS	993	ku			Non-homologous end joining protein Ku
OPPBIMDH_01779	CDS	960	ligD_1		COG1793	Multifunctional non-homologous end joining DNA repair protein LigD
OPPBIMDH_01780	CDS	909	ligD_2		COG1793	Multifunctional non-homologous end joining protein LigD
OPPBIMDH_01781	CDS	1023				hypothetical protein
OPPBIMDH_01782	CDS	375				hypothetical protein
OPPBIMDH_01783	CDS	579				hypothetical protein
OPPBIMDH_01784	CDS	690				hypothetical protein
OPPBIMDH_01785	CDS	858	mshD_3	2.3.1.189		Mycothiol acetyltransferase
OPPBIMDH_01786	CDS	324				hypothetical protein
OPPBIMDH_01787	CDS	957				hypothetical protein
OPPBIMDH_01788	CDS	2892				hypothetical protein
OPPBIMDH_01789	CDS	1848				hypothetical protein
OPPBIMDH_01790	CDS	876				hypothetical protein
OPPBIMDH_01791	CDS	237				hypothetical protein
OPPBIMDH_01792	CDS	2463				hypothetical protein
OPPBIMDH_01793	CDS	624			COG0546	putative protein
OPPBIMDH_01794	CDS	372				hypothetical protein
OPPBIMDH_01795	CDS	831	mqnD	4.1.-.-	COG2107	1,4-dihydroxy-6-naphtoate synthase
OPPBIMDH_01796	CDS	711	tetR_1			Tetracycline repressor protein class B from transposon Tn10
OPPBIMDH_01797	CDS	984		1.3.1.103		2-haloacrylate reductase
OPPBIMDH_01798	CDS	696	mqnB	3.2.2.26	COG0775	Futalosine hydrolase
OPPBIMDH_01799	CDS	1617				hypothetical protein
OPPBIMDH_01800	CDS	840				putative protein
OPPBIMDH_01801	CDS	261				hypothetical protein
OPPBIMDH_01802	CDS	1482	pbuG		COG2252	Guanine/hypoxanthine permease PbuG
OPPBIMDH_01803	CDS	435			COG1846	putative HTH-type transcriptional regulator
OPPBIMDH_01804	CDS	1287	entS_2			Enterobactin exporter EntS
OPPBIMDH_01805	CDS	510				hypothetical protein
OPPBIMDH_01806	CDS	564	thpR_1	3.1.4.58		RNA 2',3'-cyclic phosphodiesterase
OPPBIMDH_01807	CDS	987	yajO_2	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
OPPBIMDH_01808	CDS	1089				hypothetical protein
OPPBIMDH_01809	CDS	1128	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
OPPBIMDH_01810	CDS	1107	citA	2.3.3.16	COG0372	Putative citrate synthase 2
OPPBIMDH_01811	CDS	660	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
OPPBIMDH_01812	CDS	1293	entS_3		COG0477	Enterobactin exporter EntS
OPPBIMDH_01813	CDS	927	yihR		COG2017	putative protein YihR
OPPBIMDH_01814	CDS	603	fbiB_1	6.3.2.34		Bifunctional F420 biosynthesis protein FbiB
OPPBIMDH_01815	CDS	306				hypothetical protein
OPPBIMDH_01816	CDS	1161	acdA_3	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
OPPBIMDH_01817	CDS	771				hypothetical protein
OPPBIMDH_01818	CDS	912	dcd_2	3.5.4.13		dCTP deaminase, dUMP-forming
OPPBIMDH_01819	CDS	1065	selD_1	2.7.9.3	COG0709	Selenide, water dikinase
OPPBIMDH_01820	CDS	432				hypothetical protein
OPPBIMDH_01821	CDS	321				hypothetical protein
OPPBIMDH_01822	CDS	636	cmoM_1	2.1.1.-		tRNA 5-carboxymethoxyuridine methyltransferase
OPPBIMDH_01823	CDS	540		2.7.7.1		Nicotinamide-nucleotide adenylyltransferase
OPPBIMDH_01824	CDS	207				hypothetical protein
OPPBIMDH_01825	CDS	1371	sdaA_1	4.3.1.17	COG1760	L-serine dehydratase 1
OPPBIMDH_01826	CDS	828				hypothetical protein
OPPBIMDH_01827	CDS	744	tagH	7.5.2.4	COG1134	Teichoic acids export ATP-binding protein TagH
OPPBIMDH_01828	CDS	1995				hypothetical protein
OPPBIMDH_01829	CDS	2184	tagF	2.7.8.12	COG1887	Teichoic acid poly(glycerol phosphate) polymerase
OPPBIMDH_01830	CDS	1314	btuD_9	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
OPPBIMDH_01831	CDS	348				hypothetical protein
OPPBIMDH_01832	CDS	300				hypothetical protein
OPPBIMDH_01833	CDS	801				hypothetical protein
OPPBIMDH_01834	CDS	189				hypothetical protein
OPPBIMDH_01835	CDS	540				hypothetical protein
OPPBIMDH_01836	CDS	957				hypothetical protein
OPPBIMDH_01837	CDS	468				hypothetical protein
OPPBIMDH_01838	CDS	525				hypothetical protein
OPPBIMDH_01839	CDS	1179				hypothetical protein
OPPBIMDH_01840	CDS	468				hypothetical protein
OPPBIMDH_01841	CDS	753			COG0637	putative protein
OPPBIMDH_01842	CDS	2376		3.2.1.-	COG1554	putative glycosyl hydrolase
OPPBIMDH_01843	CDS	180				hypothetical protein
OPPBIMDH_01844	CDS	348	trxA_2		COG0526	Thioredoxin 1
OPPBIMDH_01845	CDS	393	hmrR			HTH-type transcriptional regulator HmrR
OPPBIMDH_01846	CDS	654			COG1926	Putative phosphoribosyl transferase
OPPBIMDH_01847	CDS	1152			COG0628	Putative transport protein
OPPBIMDH_01848	CDS	183				hypothetical protein
OPPBIMDH_01849	CDS	609				hypothetical protein
OPPBIMDH_01850	CDS	414		1.3.98.-		F420H(2)-dependent biliverdin reductase
OPPBIMDH_01851	CDS	336				hypothetical protein
OPPBIMDH_01852	CDS	831				hypothetical protein
OPPBIMDH_01853	CDS	402				hypothetical protein
OPPBIMDH_01854	CDS	1287				hypothetical protein
OPPBIMDH_01855	CDS	372				hypothetical protein
OPPBIMDH_01856	CDS	1470	eccB5	3.6.-.-		ESX-5 secretion system ATPase EccB5
OPPBIMDH_01857	CDS	1173				hypothetical protein
OPPBIMDH_01858	CDS	1398	eccD5			ESX-5 secretion system protein EccD5
OPPBIMDH_01859	CDS	3966	eccC_2		COG1674	ESX secretion system protein EccC
OPPBIMDH_01860	CDS	411	ybaB_2			Nucleoid-associated protein YbaB
OPPBIMDH_01861	CDS	294				hypothetical protein
OPPBIMDH_01862	CDS	729				hypothetical protein
OPPBIMDH_01863	CDS	270				hypothetical protein
OPPBIMDH_01864	CDS	309	esxB			ESAT-6-like protein
OPPBIMDH_01865	CDS	282	esxA			ESAT-6-like protein EsxA
OPPBIMDH_01866	CDS	1155				hypothetical protein
OPPBIMDH_01867	CDS	342				hypothetical protein
OPPBIMDH_01868	CDS	654	mtcA2_1	4.2.1.1	COG0288	Carbonic anhydrase 2
OPPBIMDH_01869	CDS	1029				hypothetical protein
OPPBIMDH_01870	CDS	1275				hypothetical protein
OPPBIMDH_01871	CDS	210				hypothetical protein
OPPBIMDH_01872	CDS	300	ricR		COG1937	Copper-sensing transcriptional repressor RicR
OPPBIMDH_01873	CDS	207	copZ			Copper chaperone CopZ
OPPBIMDH_01874	CDS	981				hypothetical protein
OPPBIMDH_01875	CDS	2256	ctpA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
OPPBIMDH_01876	CDS	174				hypothetical protein
OPPBIMDH_01877	CDS	1251				hypothetical protein
OPPBIMDH_01878	CDS	372				hypothetical protein
OPPBIMDH_01879	CDS	1191				hypothetical protein
OPPBIMDH_01880	CDS	783				hypothetical protein
OPPBIMDH_01881	CDS	426				hypothetical protein
OPPBIMDH_01882	CDS	756	yjhP_1			putative protein YjhP
OPPBIMDH_01883	CDS	717				hypothetical protein
OPPBIMDH_01884	CDS	420				hypothetical protein
OPPBIMDH_01885	CDS	90				hypothetical protein
OPPBIMDH_01886	CDS	1656	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
OPPBIMDH_01887	CDS	2190	kdpB_1	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
OPPBIMDH_01888	CDS	882	kdpC			Potassium-transporting ATPase KdpC subunit
OPPBIMDH_01889	CDS	2547	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
OPPBIMDH_01890	CDS	681	kdpE		COG0745	Transcriptional regulatory protein KdpE
OPPBIMDH_01891	CDS	1107	corA		COG0598	Cobalt/magnesium transport protein CorA
OPPBIMDH_01892	CDS	825				hypothetical protein
OPPBIMDH_01893	CDS	270				hypothetical protein
OPPBIMDH_01894	CDS	1587				hypothetical protein
OPPBIMDH_01895	CDS	354	rsbV_3		COG1366	Anti-sigma-B factor antagonist
OPPBIMDH_01896	CDS	1272				hypothetical protein
OPPBIMDH_01897	CDS	1596	appA			Oligopeptide-binding protein AppA
OPPBIMDH_01898	CDS	1005	nikB		COG0601	Nickel transport system permease protein NikB
OPPBIMDH_01899	CDS	867	dppC_2		COG1173	Dipeptide transport system permease protein DppC
OPPBIMDH_01900	CDS	963	oppD_5		COG0444	Oligopeptide transport ATP-binding protein OppD
OPPBIMDH_01901	CDS	711	gsiA	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
OPPBIMDH_01902	CDS	441				hypothetical protein
OPPBIMDH_01903	CDS	1158				hypothetical protein
OPPBIMDH_01904	CDS	498	crtK-2_2		COG3476	Tryptophan-rich protein TspO
OPPBIMDH_01905	CDS	1068				hypothetical protein
OPPBIMDH_01906	CDS	198				hypothetical protein
OPPBIMDH_01907	CDS	1293				hypothetical protein
OPPBIMDH_01908	CDS	1386	celB	3.2.1.4	COG5297	Endoglucanase E-2
OPPBIMDH_01909	CDS	849				hypothetical protein
OPPBIMDH_01910	CDS	678				hypothetical protein
OPPBIMDH_01911	CDS	450				hypothetical protein
OPPBIMDH_01912	CDS	1263			COG1373	putative protein
OPPBIMDH_01913	CDS	663			COG2442	Putative antitoxin VapB45
OPPBIMDH_01914	CDS	456				hypothetical protein
OPPBIMDH_01915	CDS	1188				hypothetical protein
OPPBIMDH_01916	CDS	345				hypothetical protein
OPPBIMDH_01917	CDS	756				hypothetical protein
OPPBIMDH_01918	CDS	1191				IS110 family transposase IS116
